DISPATCH LOCATION NAME,FPU,CALLBACK DELAY,LATITUDE,LONGITUDE,,
Pine Beach VFC,EA_NJ_001,15,39.93653839,-74.17016905,,
Pine Island - Amity FC,EA_NJ_001,15,41.2737908,-74.44862647,,
Pine Island - Pulaski FC,EA_NJ_001,15,41.29811244,-74.46895199,,
Pinewald VFC,EA_NJ_001,15,39.94713052,-74.34918688,,
Pioneer Hose Company,EA_NJ_001,15,40.03846593,-74.10800759,,
Pittsgrove FFS,EA_NJ_001,15,39.52661464,-75.13811223,,
Pleasant Pains VFD,EA_NJ_001,15,40.00368197,-74.21381076,,
Pochuck VFD,EA_NJ_001,15,41.22557539,-74.60653771,,
Point Breeze VFD,EA_NJ_001,15,40.56026197,-73.92073703,,
Point Pleasant Beach FC,EA_NJ_001,15,40.09108278,-74.04843039,,
Point Pleasant Boro FC,EA_NJ_001,15,40.0829528,-74.06869772,,
Port Elizabeth FFS,EA_NJ_001,15,39.31350453,-74.98145416,,
Port Republic VFC,EA_NJ_001,15,39.52483075,-74.48654118,,
Portland FD,EA_NJ_001,15,40.92068732,-75.09487339,,
Prospect Park FC,EA_NJ_001,15,39.88653778,-75.30905679,,
Quinton FC,EA_NJ_001,15,39.54585524,-75.41259138,,
Reliance FC,EA_NJ_001,15,39.65148327,-75.32859611,,
Richland FFS,EA_NJ_001,15,39.49182397,-74.8712401,,
Ridley Park FC,EA_NJ_001,15,39.88153128,-75.32426682,,
Ringwood FFS,EA_NJ_001,15,41.11326825,-74.24595552,,
Rio Grande FFS,EA_NJ_001,15,39.01450327,-74.88200565,,
Rockaway FFS,EA_NJ_001,15,40.90178697,-74.51462044,,
Rockaway Point VFD,EA_NJ_001,15,40.56083094,-73.91397671,,
Roxbury VFD,EA_NJ_001,15,40.56598094,-73.88876215,,
Rumson FD,EA_NJ_001,15,40.37069139,-73.99715258,,
Rutledge FC,EA_NJ_001,15,39.90182736,-75.32963681,,
Sandyston Township VFD 1,EA_NJ_001,15,41.25160217,-74.80404147,,
Sandyston Township VFD 2,EA_NJ_001,15,41.21612191,-74.82554206,,
Seaside Heights VFD,EA_NJ_001,15,39.9440638,-74.07357795,,
Seaside Park FC,EA_NJ_001,15,39.92673425,-74.07751415,,
Seaville F&R,EA_NJ_001,15,39.20825011,-74.70436761,,
Shamong FFS,EA_NJ_001,15,39.77165579,-74.73005397,,
Shawnee FC,EA_NJ_001,15,41.02353394,-75.10151991,,
Ship Bottom VFC,EA_NJ_001,15,39.64330985,-74.18090423,,
Sicklerville FFS,EA_NJ_001,15,39.71720341,-74.96969517,,
Silverton VFC,EA_NJ_001,15,40.01607064,-74.14546189,,
Snow Hill Ranger Station,EA_NJ_001,15,41.15759199,-75.19073483,,
South Brunswick FFS,EA_NJ_001,15,40.37938683,-74.56692034,,
Southampton FFS,EA_NJ_001,15,39.92256706,-74.67067762,,
Springfield FC,EA_NJ_001,15,39.92663999,-75.33385954,,
Stafford Township VFC,EA_NJ_001,15,39.7010725,-74.26762138,,
Stanhope FFS,EA_NJ_001,15,40.90280404,-74.70952656,,
Steelmantown FFS,EA_NJ_001,15,39.26692559,-74.80234506,,
Stillwater Area VFC,EA_NJ_001,15,41.04865015,-74.86938545,,
Stirling FD,EA_NJ_001,15,40.67214726,-74.49553612,,
Sussex FFS,EA_NJ_001,15,41.20937125,-74.60819817,,
Swartswood VFD,EA_NJ_001,15,41.08364224,-74.82391664,,
Tabernacle FFS,EA_NJ_001,15,39.84397324,-74.71067346,,
Tinicum Township FC,EA_NJ_001,15,39.8672299,-75.29978902,,
Toms River FFS,EA_NJ_001,15,39.95356584,-74.19843576,,
Towaco FFS,EA_NJ_001,15,40.92240708,-74.34635653,,
Town Bank VFC,EA_NJ_001,15,38.98761903,-74.95364979,,
Tuckahoe VFC,EA_NJ_001,15,39.29014201,-74.75403352,,
Tuckerton FFS,EA_NJ_001,15,39.60303303,-74.34056778,,
Union FC,EA_NJ_001,15,39.57036349,-75.46666564,,
Unionville FD,EA_NJ_001,15,41.30038086,-74.56013424,,
USCG Cape May FD,EA_NJ_001,15,38.94606976,-74.8898736,,
Vernon FFS,EA_NJ_001,15,41.19854253,-74.48429478,,
Villas VFC,EA_NJ_001,15,39.02883957,-74.93865363,,
Vineland FFS,EA_NJ_001,15,39.48598371,-75.02598496,,
Warwick - Engine Company #3,EA_NJ_001,15,41.24793981,-74.35536289,,
Warwick - Goodwill FC,EA_NJ_001,15,41.25901338,-74.35565878,,
Warwick - Raymond FC,EA_NJ_001,15,41.2548674,-74.3809597,,
Washington Boro FFS,EA_NJ_001,15,40.75825334,-74.9800323,,
Washington FC,EA_NJ_001,15,39.56393543,-75.46040072,,
West Cape May VFC,EA_NJ_001,15,38.93895449,-74.94208936,,
West Hamilton VFD,EA_NJ_001,15,40.65365619,-73.82846369,,
West Milford FFS,EA_NJ_001,15,41.13183604,-74.36760265,,
West Tuckerton VFC,EA_NJ_001,15,39.60149497,-74.35384965,,
West Wildwood VFC,EA_NJ_001,15,38.99987546,-74.82531867,,
Westfall FD,EA_NJ_001,15,41.35925531,-74.71251377,,
Whiting FFS,EA_NJ_001,15,39.95457821,-74.37895074,,
Wildwood Crest VFC,EA_NJ_001,15,38.97485329,-74.83393261,,
Wildwood FC,EA_NJ_001,15,38.9927033,-74.81280992,,
Wildwood FD,EA_NJ_001,15,38.98509081,-74.82382757,,
Williamstown FFS,EA_NJ_001,15,39.68613746,-74.99561629,,
Willow Grove FC,EA_NJ_001,15,39.55443097,-75.07894083,,
Winslow FFS,EA_NJ_001,15,39.65725398,-74.86274927,,
Woodbine VFD,EA_NJ_001,15,39.24165117,-74.81558045,,
Yeadon FC,EA_NJ_001,15,39.93632186,-75.25357897,,
Cuyahoga Valley,EA_OH_001,120,41.36972222,-81.67944444,,
Ironton,EA_OH_001,60,38.62111111,-82.655,,
Marietta,EA_OH_001,120,39.36694444,-81.39361111,,
Ohio Interagency Coordination,EA_OH_001,120,39.4225,-82.18888889,,
ANF Supervisors Office,EA_PA_001,60,41.844,-79.1485,,
Barlow VFD,EA_PA_001,15,39.7641,-77.2323,,
BOF Phillipsburg PA,EA_PA_001,35,40.8833,-78.0872,,
Bonneauville FC,EA_PA_001,15,39.8104,-77.1313,,
Bradford Ranger District,EA_PA_001,60,41.85883333,-78.81301667,,
Cambridge Springs VFD,EA_PA_001,15,41.8024,-80.0613,,
Cherry Grove VFD,EA_PA_001,15,41.7005,-79.1346,,
Clarendon VFD,EA_PA_001,15,41.7809,-79.0949,,
Cochranton VFD,EA_PA_001,15,41.5201,-80.0487,,
Cresson VFC,EA_PA_001,15,40.4633,-78.589,,
Elverson-Twin Valley VFD,EA_PA_001,15,40.1568,-75.8331,,
Farmington Township VFD,EA_PA_001,15,41.3702,-79.3049,,
Farmington VFD,EA_PA_001,15,39.8191,-79.5886,,
Geigertown VFD,EA_PA_001,15,40.2012,-75.8366,,
Gettysburg VFD,EA_PA_001,15,39.8314,-77.229,,
Glade VFD,EA_PA_001,15,41.8429,-79.1241,,
Greenmount VFD,EA_PA_001,15,39.7643,-77.2736,,
King of Prussia VFD,EA_PA_001,15,40.09,-75.383,,
Lower Providence FD,EA_PA_001,15,40.1445,-75.3802,,
Marienville Ranger District,EA_PA_001,60,41.4851,-79.1016,,
President Township VFD,EA_PA_001,15,41.4299,-79.5991,,
Randolph VFD,EA_PA_001,15,41.6308,-79.9773,,
Sigel Ward #2 VFD,EA_PA_001,15,41.3964,-79.001,,
Townville VFD,EA_PA_001,15,41.6823,-79.8861,,
Union FC of Kulptown,EA_PA_001,15,40.2572,-75.7263,,
Valley Forge VFD,EA_PA_001,15,40.0989,-75.4702,,
Youngsville VFD,EA_PA_001,15,41.8504,-79.3157,,
AIP SANDBAY,EA_WI_001,90,46.9465,-90.89,,
CHEQ CLAMLAKE,EA_WI_001,120,46.15966,-90.8842,,
CHEQ GLIDDEN,EA_WI_001,120,46.14428,-90.58939,,
CHEQ HAYWARD,EA_WI_001,90,46.01756,-91.48811,,
CHEQ PARKFALLS,EA_WI_001,90,45.91862,-90.45102,,
CHEQ WASHBURN,EA_WI_001,75,46.67777,-90.88429,,
MTE KESHENA,EA_WI_001,60,44.8897,-88.6611,,
NIC EAGLERIVER,EA_WI_001,90,45.91457,-89.22903,,
NIC FLORENCE,EA_WI_001,75,45.922,-88.25939,,
NIC LAKEWOOD,EA_WI_001,90,45.29732,-88.51549,,
NIC LAONA,EA_WI_001,120,45.5612,-88.68219,,
NIC LONGLAKE,EA_WI_001,120,45.8419,-88.66678,,
RHI AIRPORT,EA_WI_001,90,45.6289,-89.4695,,
WDNR Ashland,EA_WI_001,30,45.8829,-89.6535,,
WDNR BoulderJct,EA_WI_001,30,46.0482,-89.6492,,
WDNR Bowler,EA_WI_001,30,46.5746,-90.9173,,
WDNR Crandon,EA_WI_001,30,45.5722,-88.9032,,
WDNR Keshena,EA_WI_001,30,44.8897,-88.6611,,
WDNR Langlade,EA_WI_001,30,45.1906,-88.7346,,
WDNR Medford,EA_WI_001,30,45.1393,-90.3574,,
WDNR Mellen,EA_WI_001,30,46.0482,-89.6492,,
WDNR ParkFalls,EA_WI_001,30,45.9335,-90.452,,
WDNR Woodruff,EA_WI_001,30,45.8829,-89.6535,,
DNR Black River Falls,EA_WI_002,60,44.2957,-90.8277,,
DNR Hayward,EA_WI_002,60,46.003,-91.4865,,
DNR Webster,EA_WI_002,60,45.8737,-92.3648,,
Horicon Dispatch,EA_WI_002,60,43.53098611,-88.59232778,,
Leopold Dispatch,EA_WI_002,60,43.50595556,-89.50120556,,
Necedah Dispatch,EA_WI_002,60,44.04168889,-90.13046667,,
St Croix WMD Dispatch,EA_WI_002,60,45.14715,-92.50418333,,
Trego RS,EA_WI_002,60,45.9049,-91.8163,,
Bartow Ranger Station,EA_WV_001,120,38.54111111,-79.78111111,,
CVNRW Hq,EA_WV_001,120,39.0455,-79.4478,,
Gauley Ranger Statkion,EA_WV_001,120,38.247,-80.5254,,
Glen Jean Park Headquaters,EA_WV_001,120,37.92825,-81.156,,
Grandview District Office,EA_WV_001,120,37.8325,-81.0678,,
Harper Ferry JC,EA_WV_001,120,38.3466,-77.8183,,
Marlinton Ranger Station,EA_WV_001,120,38.2151,-80.0804,,
Parson Ranger Station,EA_WV_001,120,39.0939,-79.6634,,
Petersburg Ranger Station,EA_WV_001,120,39.0019,-79.1524,,
White Sulphur Ranger Station,EA_WV_001,120,37.7982,-80.2959,,
Yokum Fire Cache,EA_WV_001,120,38.9302,-79.864,,
Almo,GB_ID_001,120,42.13055556,-113.6080556,,
Bellevue,GB_ID_001,15,43.45194444,-114.2533333,,
Big Smokey,GB_ID_001,10,43.61861111,-114.8675,,
Burley,GB_ID_001,45,42.51083333,-113.7958333,,
Burley AP,GB_ID_001,120,42.54138889,-113.7727778,,
Burley FS,GB_ID_001,45,42.50861111,-113.7941667,,
Carey,GB_ID_001,15,43.31944444,-113.945,,
Castleford,GB_ID_001,120,42.52138889,-114.8697222,,
Fairfield,GB_ID_001,30,43.34472222,-114.7911111,,
Gooding AP,GB_ID_001,120,42.91861111,-114.7705556,,
Hagerman FWS,GB_ID_001,120,42.78083333,-114.8608333,,
Hagerman NPS,GB_ID_001,120,42.81777778,-114.8969444,,
Hailey AP,GB_ID_001,120,43.51361111,-114.3094444,,
Hailey AP STF,GB_ID_001,60,43.5136,-114.3094,,
Juniper,GB_ID_001,10,42.34027778,-115.3677778,,
Ketchum,GB_ID_001,45,43.68694444,-114.3677778,,
Kimama,GB_ID_001,60,42.83833333,-113.7844444,,
Malta,GB_ID_001,60,42.31305556,-113.3725,,
Malta FS,GB_ID_001,20,42.31333333,-113.3683333,,
Rock Creek Yard,GB_ID_001,45,42.18638889,-114.2847222,,
Rogerson,GB_ID_001,30,42.2175,-114.5952778,,
Shake Creek,GB_ID_001,20,43.61555556,-115.1630556,,
Shoshone,GB_ID_001,45,42.93444444,-114.4130556,,
SNRA HQ,GB_ID_001,0,43.73972222,-114.3844444,,
Stanley,GB_ID_001,30,44.17888889,-114.9252778,,
Three Island State Park,GB_ID_001,30,42.9453,-115.3168,,
Twin AP,GB_ID_001,120,42.48361111,-114.4961111,,
Twin Falls,GB_ID_001,45,42.54972222,-114.4355556,,
Twin FS,GB_ID_001,45,42.55166667,-114.4319444,,
AdaCo Station 3,GB_ID_002,120,43.72416667,-116.2008333,,
Bear Work Center,GB_ID_002,120,45.08611111,-116.6191667,,
Bogus Basin IDL,GB_ID_002,120,43.7715,-116.1041,,
Boise BLM Yard,GB_ID_002,120,43.56444444,-116.2066667,,
Boise Helibase,GB_ID_002,120,43.5672,-116.2052,,
Boise IDL Office,GB_ID_002,120,43.62194444,-116.2075,,
Boise Smoke Jumpers,GB_ID_002,120,43.55916667,-116.2066667,,
Boise Station 2,GB_ID_002,120,43.65083333,-116.2016667,,
Brownlee GS,GB_ID_002,120,44.73805556,-116.8327778,,
Bruneau,GB_ID_002,120,42.87805556,-115.8352778,,
Cascade Boise Forest,GB_ID_002,120,44.52,-116.04,,
Cascade SITPA,GB_ID_002,120,44.52,-116.04,,
Centerville,GB_ID_002,120,43.91666667,-115.8888889,,
Council RD,GB_ID_002,120,44.73055556,-116.4297222,,
Duck Valley,GB_ID_002,120,41.98972222,-116.1266667,,
Elk Creek Guard Station,GB_ID_002,120,44.42,-115.41,,
Emmett,GB_ID_002,120,43.86,-116.4899972,,
Garden Valley Work Center,GB_ID_002,120,44.06,-115.93,,
Hammett,GB_ID_002,120,42.96444444,-115.4588889,,
High Valley,GB_ID_002,120,44.22305556,-116.1544444,,
Idaho City,GB_ID_002,120,43.83000278,-115.8499972,,
Krassel HB,GB_ID_002,120,44.9725,-115.7269444,,
Kuna,GB_ID_002,120,43.49194444,-116.4191667,,
Landmark,GB_ID_002,120,44.65,-115.55,,
Lester Creek,GB_ID_002,120,43.45,-115.3499972,,
Lowman,GB_ID_002,120,44.07,-115.5899972,,
Lucky Peak,GB_ID_002,120,43.58000278,-115.9899972,,
McCall ,GB_ID_002,120,44.90916667,-116.1069444,,
McCall PAF,GB_ID_002,120,44.90916667,-116.1069444,,
McCall SITPA,GB_ID_002,120,44.89694444,-116.0938889,,
McCall Smoke Jumper Base,GB_ID_002,120,44.89,-116.1,,
McCall Tanker Base,GB_ID_002,120,44.89,-116.1,,
Middleton,GB_ID_002,120,43.70555556,-116.6180556,,
Mountain Home,GB_ID_002,120,43.13,-115.6900028,,
Mountain Home Tanker Base,GB_ID_002,120,43.128391,-115.728055,,
Nampa,GB_ID_002,120,43.605,-116.527,,
New Meadows RD,GB_ID_002,120,44.97416667,-116.2969444,,
Price Valley Helibase,GB_ID_002,120,45.02194444,-116.4322222,,
Warren GS,GB_ID_002,120,45.26305556,-115.6761111,,
Weiser RD,GB_ID_002,120,44.25027778,-116.9527778,,
Wild West,GB_ID_002,120,43.865,-116.7830556,,
Challis Station,GB_ID_003,20,44.49533333,-114.2236889,,
GBMYL,GB_ID_003,0,44.89,-116.1,,
GBPIH,GB_ID_003,0,42.91333333,-112.5933333,,
Indianola,GB_ID_003,30,45.401,-114.1676,,
Leadore,GB_ID_003,20,44.68333333,-113.3636111,,
Lost River,GB_ID_003,20,43.91,-113.6033333,,
NRMSO,GB_ID_003,0,46.915,-114.0883333,,
Salmon Airport,GB_ID_003,20,45.117,-113.885,,
Salmon Station,GB_ID_003,20,45.16305556,-113.8919444,,
Yankee Fork,GB_ID_003,20,44.25833333,-114.49,,
American Falls,GB_ID_004,60,42.73691112,-112.8844676,,
Ashton,GB_ID_004,60,44.06723865,-111.4526466,,
Atomic City,GB_ID_004,60,43.44703,-112.8106974,,
Blackfoot,GB_ID_004,60,43.1913,-112.3455,,
Chubbuck,GB_ID_004,60,42.9183,-112.4662,,
Driggs,GB_ID_004,60,43.72554986,-111.1120331,,
Dubois,GB_ID_004,60,44.17523002,-112.228998,,
Fort Hall,GB_ID_004,60,43.03753031,-112.4409975,,
Grays Lake,GB_ID_004,60,43.0312,-111.3766,,
Idaho Falls,GB_ID_004,60,43.49103043,-112.0360965,,
Island Park,GB_ID_004,60,44.41812952,-111.3697911,,
malad,GB_ID_004,60,42.19892643,-112.2519974,,
Montpelier,GB_ID_004,60,42.31792118,-111.3041202,,
Pocatello Airport,GB_ID_004,60,42.90586277,-112.5808601,,
Pocatello Sta 5,GB_ID_004,60,42.8347534,-112.4060946,,
Soda Springs,GB_ID_004,60,42.65673238,-111.6014964,,
Swan Valley,GB_ID_004,60,43.44925079,-111.3297497,,
Gerlach Station,GB_NV_001,45,40.6874,-119.3135,,
Lovelock Station,GB_NV_001,45,40.1816,-118.4731,,
McDermitt Station,GB_NV_001,45,41.96194444,-117.709444,,
Paradise Valley Station,GB_NV_001,45,41.48888889,-117.533888,,
Winnemucca Air Base,GB_NV_001,45,40.90416667,-117.809167,,
Winnemucca Station,GB_NV_001,45,40.97666667,-117.713333,,
Carlin Fire Station BLM,GB_NV_002,45,40.717167,-116.107167,,
Carlin Fire Station NNS,GB_NV_002,15,40.717167,-116.107167,,
Elko Airport,GB_NV_002,30,40.828833,-115.784333,,
Elko Fire Station BLM,GB_NV_002,30,40.8435,-115.784333,,
Elko Office NNS,GB_NV_002,10,40.8435,-115.746,,
GB-BAM,GB_NV_002,30,40.59833333,-116.873333,,
GB-BOI,GB_NV_002,30,43.565,-116.223333,,
Gold Creek USFS,GB_NV_002,45,41.75,-115.6666,,
Midas Fire Station BLM,GB_NV_002,15,41.244847,-116.789309,,
MT CITY USFS,GB_NV_002,15,41.78653,-115.95192,,
NDFCCC,GB_NV_002,120,40.746354,-116.144652,,
NDFWCC,GB_NV_002,120,41.091192,-114.705873,,
Ruby Lake NWR,GB_NV_002,15,40.20216667,-115.492667,,
Sho-Pai Fire Station,GB_NV_002,30,41.95437,-116.09703,,
Spring Creek Fire Station NNS,GB_NV_002,10,40.741684,-115.631383,,
Wells Fire Station BLM,GB_NV_002,30,41.120333,-114.937,,
Wells Fire Station NNS,GB_NV_002,10,41.120333,-114.937,,
Wells Seat Base,GB_NV_002,30,41.11717,-114.9221,,
Bridgeport ,GB_NV_003,45,38.2586,-119.2168,,
Bridgeport Helibase,GB_NV_003,45,38.2592,-119.2224,,
Bridgeport Station,GB_NV_003,45,38.2586,-119.2168,,
Carson Station,GB_NV_003,45,39.1836,-119.7003,,
Doyle Fire Station,GB_NV_003,90,40.02662,-120.10187,,
Fish Springs Fire Station,GB_NV_003,60,38.947,-119.6499,,
Genoa Station,GB_NV_003,60,39.0043,-119.8471,,
Goni Helibase,GB_NV_003,0,39.1966,-119.7463,,
Jacks Valley Station,GB_NV_003,45,39.088,-119.8178,,
Lockwood,GB_NV_003,60,39.5081,-119.6467,,
Markleeville Helibase,GB_NV_003,0,38.6908,-119.7751,,
Markleeville Station,GB_NV_003,60,38.6938,-119.7783,,
Minden ,GB_NV_003,0,39.00876,-119.7554,,
Minden SEAT Base,GB_NV_003,0,39.0089,-119.7558,,
Palomino Valley Fire Station,GB_NV_003,60,39.806,-119.6309,,
Sparks ,GB_NV_003,45,39.5254,-119.719,,
Stead Tanker Base,GB_NV_003,45,39.6604,-119.8741,,
Stillwater,GB_NV_003,90,39.5518,-118.5293,,
Topaz Station,GB_NV_003,0,38.64289166,-119.528911,,
Woodfords Station,GB_NV_003,45,38.7747,-119.8263,,
Woodland Station,GB_NV_003,0,39.5088,-119.8961,,
Austin SEAT Base,GB_NV_004,0,39.477,-117.195,,
Austin Station,GB_NV_004,0,39.50917,-117.08,,
BAM Station,GB_NV_004,0,40.63055,-116.95589,,
BAM VFD Station,GB_NV_004,120,40.6306,-116.9559,,
Battle Mountain SEAT Base,GB_NV_004,0,40.599,-116.874333,,
Eureka SEAT Base,GB_NV_004,0,39.628,-115.997,,
Eureka Station,GB_NV_004,0,39.534722,-115.969444,,
Eureka VFD Station,GB_NV_004,120,39.5347,-115.9694,,
Tonop SEAT Base,GB_NV_004,0,38.0628,-117.088,,
Tonopah F.S.,GB_NV_004,0,38.06,-117.22,,
Battle Mountain ATB,GB_NV_005,0,40.599,-116.874333,,
Caliente Field Station,GB_NV_005,1,37.625,-114.524167,,
Ely Helibase,GB_NV_005,30,39.299722,-114.341994,,
Ely Station,GB_NV_005,30,39.299722,-114.341944,,
Great Basin National Park,GB_NV_005,15,39.020556,-114.123611,,
Panaca Airport,GB_NV_005,15,37.790278,-114.425,,
Pony Springs Station,GB_NV_005,15,38.333333,-114.608333,,
Ruby Lake NWR,GB_NV_005,1,40.20216667,-115.492667,,
Ash Meadows,GB_NV_006,5,36.41966667,-116.3248917,,
Boulder City,GB_NV_006,5,35.979,-114.847,,
Indian Springs,GB_NV_006,5,36.568,-115.677,,
Indian Springs NDF,GB_NV_006,60,36.568,-115.677,,
Jean NDF,GB_NV_006,60,36.05,-115.29,,
Jean SEAT Base,GB_NV_006,0,36.05,-115.29,,
Katherine,GB_NV_006,5,35.2221792,-114.561977,,
Kyle Station,GB_NV_006,5,36.26,-115.262,,
Las Vegas Helibase,GB_NV_006,0,36.21166667,-115.195833,,
Lee Canyon,GB_NV_006,5,36.3189,-115.6723,,
Logandale Station,GB_NV_006,5,36.673,-114.525,,
Mesquite SEAT Base,GB_NV_006,0,36.83,-114.057446,,
Mountain Springs,GB_NV_006,5,36.016,-115.507,,
NDF Camp,GB_NV_006,5,36.5134,-115.5629,,
Pahranagat,GB_NV_006,5,37.26821111,-115.1207667,,
Pahrump FS,GB_NV_006,5,36.176,-116.038,,
Pahrump Station,GB_NV_006,5,36.156,-115.882,,
Red Rock Station,GB_NV_006,5,36.132,-115.393,,
Beaver Station,GB_UT_001,60,38.2672,-112.6436,,
Capitol Reef National Park,GB_UT_001,30,38.2909,-111.2624,,
Fillmore Airport,GB_UT_001,30,38.9636,-112.3555,,
Fillmore Station BLM,GB_UT_001,60,38.9636,-112.33,,
Fillmore Station FS,GB_UT_001,60,38.9636,-112.33,,
Hanksville Station,GB_UT_001,60,38.3736,-110.7099,,
Little Sahara Station,GB_UT_001,60,39.6883,-112.3458,,
Nephi Airport,GB_UT_001,30,39.7388,-111.8715,,
Richfield Airport,GB_UT_001,30,38.7439,-112.0971,,
Richfield Station BLM,GB_UT_001,60,38.7365,-112.0989,,
Richfield Station FS,GB_UT_001,60,38.7365,-112.0989,,
Teasdale Station,GB_UT_001,60,38.2861,-111.4766,,
Bryce Canyon Airport,GB_UT_002,60,37.7,-112.1536111,,
Bryce Canyon Maintenance Yard,GB_UT_002,60,37.63152778,-112.1689167,,
Bullfrog Basin Airport,GB_UT_002,60,37.54583333,-110.7131667,,
Bullfrog Marina,GB_UT_002,60,37.51611111,-110.7286111,,
Cedar City Airbase,GB_UT_002,60,37.70111111,-113.0986111,,
Cedar City BLM,GB_UT_002,60,37.67916667,-113.0833333,,
Cedar City FS,GB_UT_002,60,37.6792,-113.0833,,
Cedar City NPS,GB_UT_002,60,37.6792,-113.0833,,
Central Fire Station,GB_UT_002,60,37.41722222,-113.6286111,,
Dangling Rope Developed Area,GB_UT_002,60,37.12416667,-111.0841667,,
Daves Hollow Guard Station,GB_UT_002,60,37.67611111,-112.2058333,,
Escalante,GB_UT_002,60,37.775,-111.697778,,
Escalante Airport,GB_UT_002,60,37.75,-111.575,,
Hite Airstrip,GB_UT_002,60,37.8917,-110.384,,
Kanab,GB_UT_002,60,37.05469444,-112.5248333,,
Kanab Airport,GB_UT_002,60,37.01116667,-112.5311667,,
Page Municipal Airport,GB_UT_002,60,36.92616667,-111.4483333,,
Panguitch,GB_UT_002,60,37.82388889,-112.4444444,,
Panguitch Airport,GB_UT_002,60,37.84516667,-112.3918333,,
St. George Airport,GB_UT_002,60,37.09066667,-113.593,,
St. George BIA,GB_UT_002,60,37.0833,-113.5792,,
St. George BLM,GB_UT_002,60,37.0833,-113.5792,,
St. George FS,GB_UT_002,60,37.0833,-113.5792,,
Wahweep Marina,GB_UT_002,60,39.99333333,-111.4863889,,
Zion National Park Emergency O,GB_UT_002,60,37.20861111,-112.9822222,,
BLM Salt Lake Field Office,GB_UT_003,15,40.72027,-111.94974,,
Dugway,GB_UT_003,15,40.2317,-112.7536,,
Eagle Range,GB_UT_003,15,41.0418,-112.9764,,
Heber R.D. Office,GB_UT_003,15,40.50666667,-111.3930556,,
Hill AFB (Airport),GB_UT_003,15,41.1336,-111.973,,
Kamas (potential),GB_UT_003,15,40.64277778,-111.2769444,,
Logan R.D. Office,GB_UT_003,15,41.7275,-111.8544444,,
Mt View R.D Office,GB_UT_003,15,41.27055556,-110.325,,
Mt. Green (Airport),GB_UT_003,15,41.14861111,-111.7663889,,
Muskrat Fire Station,GB_UT_003,15,40.63721,-112.6813,,
Nephi office,GB_UT_003,15,39.71166667,-111.8258333,,
Ogden station,GB_UT_003,15,41.25805556,-111.9902778,,
Ogden-Hinkley (Airport),GB_UT_003,15,41.196,-112.0121667,,
Pleasant Grove R.D. office,GB_UT_003,15,40.3675,-111.7377778,,
Provo Municpl Airport,GB_UT_003,15,40.21916667,-111.7233333,,
Randolph,GB_UT_003,15,41.66724,-111.18875,,
Rosebud Fire Station,GB_UT_003,15,41.6178,-113.60639,,
Salt Lake R. D. office,GB_UT_003,15,40.62555556,-111.8075,,
SL International Airport,GB_UT_003,15,40.78674,-111.96991,,
Spanish Fork R.D. Admin site,GB_UT_003,15,40.11555556,-111.6544444,,
Tooele Valley Airport,GB_UT_003,15,40.61081,-112.34902,,
Vernon Fire Station,GB_UT_003,15,40.08982,-112.42448,,
Altamont VFD,GB_UT_004,45,40.36,-110.28,,
Altonah Guard Station,GB_UT_004,0,40.40777778,-110.2863889,,
Avalon VFD,GB_UT_004,45,40.2,-109.68,,
Duchesne County (NES),GB_UT_004,0,40.1703,-110.4009,,
Duchesne Yard,GB_UT_004,0,40.16083333,-110.4061111,,
Dutch John Work Center,GB_UT_004,0,40.92388889,-109.3919444,,
Fruitland VFD,GB_UT_004,45,40.21,-110.83,,
Ft. Duchesne Yard,GB_UT_004,0,40.28444444,-109.8611111,,
Green River NPS Fire Cache,GB_UT_004,45,40.4375,-109.3033333,,
Jensen VFD,GB_UT_004,45,40.37,-109.34,,
Lapoint/Tridell VFD,GB_UT_004,45,40.4,-109.8,,
Manila Yard,GB_UT_004,0,40.98777778,-109.7227778,,
Myton VFD,GB_UT_004,45,40.2,-110.06,,
Naples VFD,GB_UT_004,45,40.43,-109.5,,
Neola VFD,GB_UT_004,45,40.43,-110.02,,
Ouray Refuge,GB_UT_004,0,40.13305556,-109.6436111,,
Roosevelt VFD,GB_UT_004,45,40.3,-109.99,,
Roosevelt Yard,GB_UT_004,0,40.28722222,-110.0047222,,
Stockmore Guard Station,GB_UT_004,0,40.46055556,-110.8280556,,
Tabiona VFD,GB_UT_004,45,40.36,-110.71,,
Uintah County (NES),GB_UT_004,0,40.4563,-109.526,,
Vernal Airport,GB_UT_004,0,40.44111111,-109.51,,
Vernal BLM Yard,GB_UT_004,0,40.45416667,-109.52,,
Vernal FS Yard,GB_UT_004,0,40.45194444,-109.5191667,,
Vernal VFD,GB_UT_004,45,40.47,-109.52,,
Arches National Park Yard,GB_UT_005,60,38.61611111,-109.6116667,,
Blanding VFD,GB_UT_005,60,37.623,-109.479,,
Bluff VFD,GB_UT_005,60,37.285,-109.552,,
Castle Dale VFD,GB_UT_005,60,39.21,-111.018,,
Castle Valley VFD,GB_UT_005,60,38.617,-109.355,,
Cedar Point VFD,GB_UT_005,60,37.719,-109.667,,
Cleveland VFD,GB_UT_005,60,39.348,-110.857,,
East Carbon VFD,GB_UT_005,60,39.544,-110.427,,
Eastland VFD,GB_UT_005,60,37.803,-109.133,,
Elmo VFD,GB_UT_005,60,39.39,-110.816,,
Emery Town VFD,GB_UT_005,60,38.924,-111.247,,
