DISPATCH LOCATION NAME,FPU,CALLBACK DELAY,LATITUDE,LONGITUDE,,
White Cloud,NA_US,30,39.3183,-120.8433,,
"White River, AZ",NA_US,30,33.8360,-109.9630,,
Wilmington,NA_US,30,41.2900,-88.1500,,
Window Rock,NA_US,30,35.6625,-109.0542,,
Winnemucca SJ,NA_US,30,40.8966,-117.8059,,
Winthrop SJ,NA_US,30,48.4781,-120.1850,,
Young,NA_US,30,34.1000,-110.9600,,
Yreka,NA_US,30,41.7200,-122.6300,,
Zig Zag,NA_US,30,45.3440,-121.9430,,
Zuni,NA_US,30,35.5300,-108.6300,,
Boehls,NR_ID_001,15,46.90076111,-115.8986361,,
Canyon Work Center & HB,NR_ID_001,15,46.8366,-115.5866,,
Cataldo,NR_ID_001,15,47.55032222,-116.2934611,,
Clearwater Area Office,NR_ID_001,0,46.48851111,-116.2677556,,
Clearwater RS,NR_ID_001,20,45.9186,-116.1,,
Coeur d Alene Tribe,NR_ID_001,30,47.31027778,-116.955,,
Coeur d'Alene Field Office,NR_ID_001,45,47.719,-116.816,,
Cottonwood Field Office,NR_ID_001,45,46.043,-116.352,,
Cottonwood VFD,NR_ID_001,45,46.04,-116.35,,
Craig Mountain,NR_ID_001,15,46.24005833,-116.4720944,,
Craigmont Airport,NR_ID_001,15,46.24724167,-116.4733583,,
CT-Orofino,NR_ID_001,15,46.48889444,-116.2685444,,
Dixie Work Center & HB,NR_ID_001,15,45.5233,-115.5216,,
Elk City RS,NR_ID_001,15,45.8222,-115.4319,,
Elk River,NR_ID_001,15,46.77473056,-116.1749611,,
Fenn RS,NR_ID_001,15,46.10079,-115.54337,,
GAC Jumpers,NR_ID_001,45,45.938333,-116.13,,
Grangeville Air Center,NR_ID_001,15,45.93833333,-116.13,,
Headquarters,NR_ID_001,15,46.61378889,-115.7977222,,
IPF_CdA_Air Base,NR_ID_001,20,47.77583333,-116.8086111,,
IPF_Clarkia,NR_ID_001,0,47.01758333,-116.2598611,,
IPF_D1_Smelterville,NR_ID_001,20,47.5455,-116.1787,,
IPF_D2_Avery,NR_ID_001,0,47.25483333,-115.9184167,,
IPF_D3_Fernan,NR_ID_001,20,47.67272222,-116.74925,,
IPF_D4_StMaries,NR_ID_001,20,47.31408333,-116.5638611,,
IPF_D6_Sandpoint,NR_ID_001,20,48.27638889,-116.5758333,,
IPF_D7_Bonners Ferry,NR_ID_001,20,48.67744444,-116.3421111,,
IPF_D8_Priest Lake,NR_ID_001,0,48.57472222,-116.955,,
Kelly Forks Work Center & HB,NR_ID_001,15,46.72,-115.24,,
Keuterville VFD,NR_ID_001,45,46.04,-116.35,,
Kooskia RS,NR_ID_001,20,46.1497,-115.968,,
Kootenai Valley,NR_ID_001,0,48.67401389,-116.3345889,,
Maggie Creek,NR_ID_001,15,46.22988611,-116.0328222,,
Mica,NR_ID_001,15,47.72387222,-116.829875,,
MSO smokejumpers,NR_ID_001,15,46.92,-114.09,,
Musselshell WC & HB,NR_ID_001,15,46.3566,-115.7416,,
Nez Perce Tribe,NR_ID_001,15,46.39411667,-116.8128333,,
NorthFork RS & SO,NR_ID_001,0,46.4688,-116.25,,
Orofino Airport,NR_ID_001,0,46.48971667,-116.26875,,
Pend Oreille,NR_ID_001,15,48.26484444,-116.5707639,,
Ponderosa,NR_ID_001,15,46.79428611,-116.5534694,,
Potlatch RS,NR_ID_001,15,46.9266,-116.9166,,
Powell RS,NR_ID_001,15,46.5083,-114.7083,,
Priest Lake,NR_ID_001,0,48.52228611,-116.8190194,,
Red River RS,NR_ID_001,15,45.7066,-115.3494,,
Shoshone VFD 1,NR_ID_001,30,47.483,-116.328,,
Shoshone VFD 2,NR_ID_001,30,47.516,-116.173,,
Shoshone VFD 3,NR_ID_001,30,47.418,-115.929,,
Slate Creek RS,NR_ID_001,20,45.6383,-116.2833,,
West St. Joe,NR_ID_001,15,47.31634167,-116.57785,,
Big Timber SEAT Base,NR_MT_001,60,45.80383,-109.98047,,
BIL Tanker Base,NR_MT_001,30,45.802323,-108.526209,,
Billings Interagency FC,NR_MT_001,30,45.80407631,-108.512898,,
Bridger Fire Station,NR_MT_001,30,45.29595,-108.9209,,
Crow Agency,NR_MT_001,30,45.60389,-107.45846,,
Crow Agency Helo,NR_MT_001,30,45.6038,-107.4584,,
Fort Smith,NR_MT_001,120,45.308,-107.929,,
Meyers Creek Fire Station,NR_MT_001,30,45.4905,-109.9134,,
Pryor Fire Station,NR_MT_001,30,45.4269,-108.53576,,
Redlodge Fire Station,NR_MT_001,30,45.1949,-109.25305,,
Roundup SEAT Base,NR_MT_001,60,46.4733,-108.55819,,
Darby Ranger Station,NR_MT_002,30,46.02861111,-114.1772222,,
DNRC,NR_MT_002,30,46.85583333,-114.0575,,
Hamilton Airport,NR_MT_002,30,46.2547,-114.1275,,
Hamilton Helibase,NR_MT_002,30,46.25472222,-114.1275,,
Missola Airport,NR_MT_002,30,46.195,-114.0883,,
Stevensville Ranger Station,NR_MT_002,30,46.51277778,-114.0925,,
Sula Ranger Station,NR_MT_002,30,45.81888889,-113.9577778,,
West Fork Ranger Station,NR_MT_002,30,45.81583333,-114.2580556,,
Anaconda,NR_MT_003,30,46.1615,-113.1408056,,
Butte,NR_MT_003,30,46.01623056,-112.5425694,,
Dillon,NR_MT_003,30,45.22122778,-112.6468639,,
Dillon Airport,NR_MT_003,30,45.153,-112.332,,
Dillon DNRC,NR_MT_003,30,45.22123056,-112.6468639,,
Ennis,NR_MT_003,30,45.35809444,-111.72735,,
Garrison,NR_MT_003,30,46.5351,-112.7395,,
Georgetown Lake,NR_MT_003,45,46.1913,-113.2643,,
Grant,NR_MT_003,45,44.9667,-113.2167,,
Grasshopper FD,NR_MT_003,45,45.253,-113.073,,
Harrison,NR_MT_003,60,45.7008,-111.7864,,
Lakeview,NR_MT_003,45,44.60438056,-111.8095139,,
Lima,NR_MT_003,30,44.64273333,-112.6036667,,
Missoula,NR_MT_003,90,46.915,-114.0883333,,
NR_MT_003Sheridan,NR_MT_003,30,45.46145,-112.2004,,
Pintler,NR_MT_003,30,46.3216,-113.297,,
Twin Bridges Airport,NR_MT_003,45,45.5337,-112.3026,,
West Yellowstone,NR_MT_003,90,44.68833333,-111.1166667,,
Whitehall,NR_MT_003,30,45.88006944,-112.1040139,,
Wisdom,NR_MT_003,30,45.61776944,-113.4553361,,
Wise River,NR_MT_003,30,45.79706111,-112.9513917,,
Augusta,NR_MT_004,30,47.49222222,-112.3955556,,
Babb VFD,NR_MT_004,30,48.8644,-113.4366,,
Belt Creek RD,NR_MT_004,30,46.99944444,-110.7688889,,
Benton Lake NWR,NR_MT_004,30,47.6748,-111.3045,,
Browning,NR_MT_004,30,48.56233333,-113.0121389,,
Browning VFD,NR_MT_004,30,48.5577,-113.0125,,
Choteau,NR_MT_004,30,47.82277778,-112.1922222,,
Cutbank Helipad,NR_MT_004,30,48.60833333,-111.6233333,,
Cutbank SEAT Base,NR_MT_004,30,48.6083,-111.6233,,
Cutbank VFD,NR_MT_004,30,48.6316,-112.3205,,
East Glacier VFD,NR_MT_004,30,48.4436,-113.2175,,
Great Falls Helibase,NR_MT_004,30,47.466,-111.37,,
Heart Butte VFD,NR_MT_004,30,48.2927,-112.8361,,
Helena TB,NR_MT_004,30,46.60835,-111.9757,,
Judith RD,NR_MT_004,30,47.15638889,-110.2216667,,
Missoula Smokejumpers,NR_MT_004,60,46.915,-114.0883333,,
Musselshell RD,NR_MT_004,30,46.43611111,-109.8425,,
St Mary,NR_MT_004,60,48.7383423,-113.428827,,
Two Medicine,NR_MT_004,60,48.4846861,-113.368331,,
West Glacier FC,NR_MT_004,30,48.500055,-113.983465,,
WSS,NR_MT_004,30,46.5433333,-110.905278,,
WSS_RD,NR_MT_004,30,46.54333333,-110.9052778,,
Bechler,NR_MT_005,30,44.1492285,-111.0476967,,
Big Timber,NR_MT_005,60,45.836555,-109.94252,,
Bozeman RD,NR_MT_005,30,45.67323833,-111.0935027,,
Canyon,NR_MT_005,30,44.73258667,-110.4905917,,
Cooke City,NR_MT_005,60,45.01933333,-109.9351667,,
East Entrance,NR_MT_005,30,44.485905,-110.0010505,,
Fishing Bridge,NR_MT_005,30,44.57090167,-110.3660467,,
Gardiner,NR_MT_005,60,45.0352155,-110.7121717,,
Grant Village,NR_MT_005,30,44.39254667,-110.5498183,,
Hebgen Lake RD,NR_MT_005,30,44.65842167,-111.1057728,,
Lamar RS,NR_MT_005,30,44.89257,-110.2327217,,
Livingston,NR_MT_005,60,45.6377,-110.57229,,
Madison,NR_MT_005,30,44.64423,-110.8660417,,
Main Boulder Station,NR_MT_005,60,45.52464667,-110.2238467,,
Mammoth,NR_MT_005,30,44.96923167,-110.6927167,,
Mammoth HB,NR_MT_005,30,44.9711,-110.688,,
Mill Creek Station,NR_MT_005,60,45.39548167,-110.67093,,
Norris,NR_MT_005,30,44.73423167,-110.6977117,,
North East Entrance,NR_MT_005,30,45.0057499,-110,,
Old Faithful,NR_MT_005,30,44.45605,-110.8310033,,
Porcupine Station,NR_MT_005,30,45.22336,-111.24722,,
Shenango,NR_MT_005,30,45.45662167,-111.2501233,,
"Shenango, HB",NR_MT_005,60,45.4589,-111.2436,,
South Entrance,NR_MT_005,30,44.13420967,-110.66647,,
Tower RS,NR_MT_005,30,44.912585,-110.4189217,,
CLO MT AVE,NR_MT_006,30,46.725,-112.016667,,
HELENA AP,NR_MT_006,30,46.606944,-111.982778,,
HELENA RD,NR_MT_006,30,46.605556,-112,,
LINCOLN RD,NR_MT_006,30,46.944444,-112.641667,,
TOWNSEND RD,NR_MT_006,30,46.316667,-111.383333,,
Big Sandy VFD,NR_MT_007,60,48.17861,-110.1114,,
Blaine Co. Eq.,NR_MT_007,60,48.5925,-109.22806,,
Bowdoin NWR,NR_MT_007,60,48.3921,-107.7235,,
Box Elder VFD,NR_MT_007,60,48.3172,-110.0125,,
Chinook VFD,NR_MT_007,60,48.5925,-109.2281,,
Coffee Creek VFD,NR_MT_007,60,47.3478,-110.0808,,
Denton VFD,NR_MT_007,60,47.3197,-109.9467,,
Dodson VFD,NR_MT_007,60,48.3958,-108.2428,,
Fort Belkanp VFD,NR_MT_007,30,48.4847,-108.7691,,
Fort Belknap,NR_MT_007,30,48.4847,-108.7691,,
Fort Benton VFD,NR_MT_007,60,47.82,-110.6722,,
Fort Peck CMR,NR_MT_007,30,48.01761,-106.44538,,
Geraldine VFD,NR_MT_007,60,47.0036,-110.625,,
Grass Range VFD,NR_MT_007,60,47.0283,-108.8031,,
Harlem VFD,NR_MT_007,60,48.5333,-108.7833,,
Havre VFD,NR_MT_007,60,48.55,-109.6833,,
Hays,NR_MT_007,30,47.9897,-108.693,,
Heath VFD,NR_MT_007,60,46.99583,-109.2664,,
Helena TB,NR_MT_007,90,46.60583,-112.00269,,
Highwood VFD,NR_MT_007,60,47.5836,-110.7894,,
Hilger VFD,NR_MT_007,60,47.2539,-109.3592,,
Hingham VFD,NR_MT_007,60,48.555,-110.4214,,
Hinsdale VFD,NR_MT_007,60,48.3939,-107.0844,,
Hogeland VFD,NR_MT_007,60,48.8525,-108.6581,,
Iverness VFD,NR_MT_007,60,48.55667,-110.6833,,
Jordan BLM,NR_MT_007,30,47.32194,-106.90917,,
Jordan CMR,NR_MT_007,30,47.31,-106.912,,
Jordan VFD,NR_MT_007,60,47.32194,-106.90917,,
Landusky VFD,NR_MT_007,60,47.89778,-108.6217,,
Lewistown BLM,NR_MT_007,30,47.0625,-109.4275,,
Loma VFD,NR_MT_007,60,47.9369,-110.5028,,
Malta VFD,NR_MT_007,60,48.35972,-107.8736,,
Missoula TB,NR_MT_007,90,46.92326,-114.10112,,
Moore VFD,NR_MT_007,60,46.9756,-109.6961,,
NR_MT_007Loring VFD,NR_MT_007,60,48.7897,-107.8617,,
Opheim VFD,NR_MT_007,60,48.8583,-106.0481,,
Rocky Boy VFD/Cont. Engines,NR_MT_007,60,48.0196,-109.802,,
ROCKYBOY,NR_MT_007,30,48.01964,-109.80202,,
Roy VFD,NR_MT_007,60,47.33139,-108.9592,,
Ryegate VFD,NR_MT_007,60,46.29722,-109.25806,,
Saco VFD,NR_MT_007,60,48.45722,-107.3419,,
Sand Creek CMR,NR_MT_007,30,47.58105,-108.72586,,
Turner VFD,NR_MT_007,60,48.84361,-108.4064,,
Valley Co. Long Run VFD (Glasg,NR_MT_007,60,48.1953,-106.6208,,
West TB,NR_MT_007,90,44.68145,-111.11403,,
Whitewater VFD,NR_MT_007,60,48.7594,-107.6269,,
Winifred VFD,NR_MT_007,60,47.5592,-109.3753,,
Winnett VFD,NR_MT_007,60,47.0031,-108.3503,,
Zortman BLM,NR_MT_007,30,47.9075,-108.525,,
Zortman VFD,NR_MT_007,60,47.91778,-108.52639,,
Ashland Ranger District,NR_MT_008,30,45.5939,-106.2719,,
Baker Airport-3U6,NR_MT_008,120,46.3478,-104.2594,,
Broadus Airport-00F,NR_MT_008,120,45.4725,-105.4536,,
Camp Crook Fire Station,NR_MT_008,15,45.53805556,-103.9963889,,
Colstrip-M46,NR_MT_008,120,45.8528,-106.7094,,
Crow Agency/BIA,NR_MT_008,120,45.6039,-107.4585,,
Ekalaka,NR_MT_008,15,45.88416667,-104.5438889,,
Ekalaka Airport-97M,NR_MT_008,120,45.8781,-104.5375,,
Fort Howes Fire Station,NR_MT_008,15,45.30277778,-106.1611111,,
Jordan Airport-JDN,NR_MT_008,120,47.3286,-106.9525,,
Jordan Fire Station,NR_MT_008,15,47.3325,-106.9242,,
Lame Deer,NR_MT_008,30,45.626,-106.671,,
Medicine Lake NWR,NR_MT_008,30,48.4845,-104.4564,,
Miles City Air Base,NR_MT_008,30,46.428,-105.8864,,
Miles City Interagency FC,NR_MT_008,15,46.3894,-105.8519,,
Miles City Smoke Jumper Spike,NR_MT_008,30,46.428,-105.8864,,
Poplar,NR_MT_008,120,48.2025,-105.2488889,,
Sioux Ranger District,NR_MT_008,60,45.538,-103.9963,,
Boorman Station,NR_MT_009,30,48.14295,-114.716983,,
Cabinet RS,NR_MT_009,30,47.85,-115.6127,,
Coeur d  Alene air base,NR_MT_009,30,47.775,-116.8183333,,
Condon Work Center,NR_MT_009,30,47.5385,-113.7211667,,
Eureka RS,NR_MT_009,30,48.9,-115.05,,
Flathead airport,NR_MT_009,30,48.31166667,-114.2533333,,
Helena airbase,NR_MT_009,30,46.60666667,-111.9816667,,
Hungry Horse Helibase,NR_MT_009,30,48.3847,-114.0561,,
Hungry Horse RS,NR_MT_009,30,48.38468333,-114.05605,,
Kalispell RFD,NR_MT_009,30,48.23,-114.33,,
Kalispell Unit DNRC,NR_MT_009,30,48.23,-114.33,,
Kalispell Unit Helibase,NR_MT_009,30,48.1786,-114.33,,
Libby Fire Cache,NR_MT_009,30,48.401,-115.539,,
Libby Helibase,NR_MT_009,30,48.3785,-115.318,,
Libby RFD,NR_MT_009,30,48.3519,-115.318,,
Libby Unit,NR_MT_009,30,48.3519,-115.3175,,
Missoula airport,NR_MT_009,30,46.915,-114.0883333,,
Murphy Lake RS,NR_MT_009,30,48.7333,-114.86666,,
Plains Unit DNRC,NR_MT_009,30,47.47,-114.89,,
RFD Eureka,NR_MT_009,30,48.9,-115.05,,
RFD Libby,NR_MT_009,30,48.401,-115.539,,
Spotted Bear RS,NR_MT_009,30,47.92461667,-113.5237667,,
St Marys Fire Cache,NR_MT_009,30,48.738333,-113.43,,
Stillwater RFD,NR_MT_009,30,48.5346,-114.5675,,
Stillwater Unit,NR_MT_009,30,48.534583,-114.5675,,
Swan Lake RS,NR_MT_009,30,48.06626667,-114.0842667,,
Swan RFD,NR_MT_009,30,47.7496,-113.8241,,
Swan Unit,NR_MT_009,30,47.7496,-113.824078,,
Tally Lake RS,NR_MT_009,30,48.2318,-114.3318,,
Troy RS,NR_MT_009,30,48.4766,-115.9,,
West Glacier GNP,NR_MT_009,30,48.50011667,-113.9812,,
West Glacier HQ,NR_MT_009,30,48.5024,-113.9866,,
CLEARWATER UNIT,NR_MT_010,30,47.2191,-113.5217,,
LEE METCALF,NR_MT_010,30,46.5475,-114.0712,,
MISSOULA RS,NR_MT_010,30,46.84183333,-114.05525,,
MISSOULA UNIT,NR_MT_010,30,46.8418,-114.0553,,
NINEMILE RS,NR_MT_010,45,47.06763889,-114.39925,,
PLAINS RS,NR_MT_010,30,47.45966667,-114.8708333,,
PLAINS UNIT,NR_MT_010,30,47.4597,-114.8708,,
RONAN AVIATION Helo,NR_MT_010,120,47.57,-114.1,,
SEELEY RS,NR_MT_010,30,47.21913333,-113.5216667,,
SUPERIOR RS,NR_MT_010,30,47.19555556,-114.8941667,,
THOMPSON FALLS,NR_MT_010,45,47.605,-115.0033333,,
Arlee RFD,NR_MT_011,30,47.16,-114.08,,
Hot Springs RFD,NR_MT_011,30,47.61,-114.67,,
Polson RFD,NR_MT_011,30,47.7,-114.18,,
Ronan,NR_MT_011,30,47.57,-114.1,,
Ronan Aviation,NR_MT_011,120,47.57,-114.1,,
Ronan Aviation SEAT,NR_MT_011,120,47.57,-114.0997,,
Arrowwood HQ,NR_ND_001,30,47.17,-98.77,,
Audubon HQ,NR_ND_001,30,47.56,-101.22,,
Bottineau VFD,NR_ND_001,30,48.8303,-100.4171,,
Cando VFD,NR_ND_001,30,48.4886,-99.2045,,
Carrington VFD,NR_ND_001,30,48.0992,-98.8663,,
Chase Lake HQ,NR_ND_001,30,47.13,-99.24,,
Cooperstown VFD,NR_ND_001,30,47.4439,-98.1263,,
Crosby HQ,NR_ND_001,30,48.881403,-103.309982,,
Crosby VFD,NR_ND_001,30,48.9285,-103.2972,,
Dakota Prairie Grasslands Gran,NR_ND_001,30,45.9415,-102.1623611,,
Dakota Prairie Grasslands McKe,NR_ND_001,30,47.80172222,-103.28325,,
Dakota Prairie Grasslands Medo,NR_ND_001,30,46.89,-103.17,,
Des Lacs HQ,NR_ND_001,30,48.66833333,-102.1,,
Devils Lake HQ,NR_ND_001,30,48.10166667,-98.86416667,,
Fessenden VFD,NR_ND_001,30,47.6484,-99.627,,
Fort Berthold HQ,NR_ND_001,30,47.98,-102.48,,
Ft Totten HQ,NR_ND_001,30,47.89,-99.08,,
Garrison VFD,NR_ND_001,30,47.6559,-101.4372,,
Hankinson VFD,NR_ND_001,30,46.0702,-96.887,,
J Clark HQ,NR_ND_001,30,48.61527778,-100.7283333,,
Jamestown VFD,NR_ND_001,30,46.893,-98.7249,,
Kenmare VFD,NR_ND_001,30,48.6675,-102.0475,,
Knife River Indian Villages Na,NR_ND_001,30,47.35,-101.36,,
Kulm HQ,NR_ND_001,30,46.30111111,-98.95416667,,
Lakota VFD,NR_ND_001,30,48.0416,-98.3433,,
Langdon VFD,NR_ND_001,30,48.7615,-98.7615,,
Linton VFD,NR_ND_001,30,46.2674,-100.2321,,
Long Lake HQ,NR_ND_001,30,46.66972222,-100.22,,
Lostwood HQ,NR_ND_001,30,48.5575,-102.4463889,,
Medina VFD,NR_ND_001,30,46.8934,-99.2997,,
Munich VFD,NR_ND_001,30,48.6694,-98.8357,,
ND Local Fryburg,NR_ND_001,30,46.8706,-103.303,,
ND Local Watford City,NR_ND_001,30,47.8022,-103.2719,,
NDLocal Amidon,NR_ND_001,30,46.4822,-103.3194,,
Rolla VFD,NR_ND_001,30,48.8843,-99.6208,,
Rugby VFD,NR_ND_001,30,48.3903,-100.0242,,
Stanley VFD,NR_ND_001,30,48.3007,-102.4063,,
Tewauken HQ,NR_ND_001,30,46,-97.375,,
Theodore Roosevelt HQ,NR_ND_001,30,46.92,-103.51,,
Theodore Roosevelt National Pa,NR_ND_001,30,47.6,-103.25,,
Turtle Mt HQ,NR_ND_001,30,48.81,-99.86,,
Upper Souris HQ,NR_ND_001,30,48.46,-101.54,,
Valley City HQ,NR_ND_001,30,46.87,-98.28,,
Wing VFD,NR_ND_001,30,47.1408,-100.2794,,
Alsea Guard Station,NW_OR_001,60,44.3856,-123.6234,,
Clatskanie Station,NW_OR_001,60,46.1103,-123.2375,,
Columbia City,NW_OR_001,60,45.8925,-122.8128,,
Corvallis Supervisors Office,NW_OR_001,30,44.564281,-123.287486,,
Dallas Station,NW_OR_001,60,44.9461,-123.2908,,
Dead Mountain Station,NW_OR_001,60,43.7922,-122.4197,,
Detroit Helibase,NW_OR_001,60,44.7283,-122.1821,,
Detroit Ranger Station,NW_OR_001,60,44.7283,-122.1821,,
Dorena Station,NW_OR_001,60,43.7819,-122.9639,,
Eagle Creek Station,NW_OR_001,60,45.0403,-122.3308,,
Eugene BLM,NW_OR_001,60,44.0891,-123.0613,,
Florence Station,NW_OR_001,60,43.982,-124.106,,
Forest Grove Station,NW_OR_001,60,45.5322,-123.1319,,
Hebo Ranger Station,NW_OR_001,60,45.2172,-123.8445,,
Holeman Station,NW_OR_001,60,44.1117,-122.4331,,
Mapleton Compound,NW_OR_001,60,44.0376,-123.8672,,
Mapleton Ranger Station,NW_OR_001,60,44.0039,-124.1014,,
McKenzie Airport,NW_OR_001,120,44.18222222,-122.0841667,,
McKenzie River Ranger Station,NW_OR_001,120,44.18,-122.0553,,
Middle Fork Ranger Station,NW_OR_001,120,43.7591,-122.5331,,
Molalla Station,NW_OR_001,120,45.146,-122.562,,
Oakridge Airport,NW_OR_001,120,43.75222222,-122.4988889,,
ODF Springfield Helibase,NW_OR_001,120,44.0475,-122.9817,,
Oregon Dunes Office,NW_OR_001,120,43.7036,-124.1059,,
Panther Creek Station,NW_OR_001,120,45.3403,-123.08,,
Pilomath Station,NW_OR_001,120,44.5331,-123.3972,,
Pittsburg Station,NW_OR_001,120,45.9008,-123.1522,,
Redmond SJB,NW_OR_001,120,44.254,-121.1333333,,
Salem BLM,NW_OR_001,120,44.8736,-123.0227,,
Santiam Station,NW_OR_001,120,44.791,-122.602,,
Silverton Station,NW_OR_001,120,45.005,-122.796,,
Springfield Station,NW_OR_001,120,44.0475,-122.9817,,
Sweet Home Ranger Station,NW_OR_001,120,44.4009,-122.7108,,
Sweet Home Station,NW_OR_001,120,44.4027,-122.6819,,
Tillamook Station,NW_OR_001,120,45.4568,-123.8044,,
Toledo Station,NW_OR_001,120,44.6253,-123.9414,,
Veneta Station,NW_OR_001,120,44.045,-123.353,,
Waldport Ranger Station,NW_OR_001,120,44.4184036,-124.0781416,,
Cottage Grove Ranger District,NW_OR_002,90,43.79,-123.0188889,,
Diamond Lake Ranger District,NW_OR_002,90,43.26444444,-122.4183333,,
North Umpqua Ranger District,NW_OR_002,90,43.29777778,-123.1008333,,
Redmond Smoke Jumper Base,NW_OR_002,120,44.254,-121.133333,,
Steamboat Helibase,NW_OR_002,120,43.3552,-122.7286,,
Tiller Ranger District,NW_OR_002,90,42.92666667,-122.9491667,,
Ashland Ranger Station,NW_OR_003,120,42.182638,-122.68975,,
BLM Coos Bay,NW_OR_003,120,43.414833,-124.252888,,
BLM Medford,NW_OR_003,120,42.37625,-122.880027,,
Butte Falls Ranger Station,NW_OR_003,120,42.540138,-122.566694,,
CFPA Bandon Sub-Unit,NW_OR_003,120,43.01066667,-124.4162222,,
CFPA Bridge Unit Office,NW_OR_003,120,43.024388,-124.009527,,
CFPA Coos Bay District Headqua,NW_OR_003,120,43.351777,-124.206222,,
CFPA Gold Beach Unit Office,NW_OR_003,120,42.416222,-124.418444,,
CFPA Harbor RFD Station,NW_OR_003,120,42.042611,-124.255083,,
CFPA Reedsport Sub Unit,NW_OR_003,120,42.68733333,-124.3887194,,
CFPA Wells Creek Guard Station,NW_OR_003,120,43.675111,-123.800111,,
DFPA Canyonville,NW_OR_003,120,42.9272,-123.2793,,
Gold Beach Ranger Station,NW_OR_003,120,42.413166,-124.425666,,
GPIO,NW_OR_003,120,42.4313,-123.2939,,
Illinois Valley Ranger Station,NW_OR_003,120,42.160666,-123.650333,,
J. Herbert Stone Nursery,NW_OR_003,120,42.353274,-122.940286,,
Merlin  - Siskiyou Rappellers,NW_OR_003,120,42.5065,-123.383666,,
Merlin Station,NW_OR_003,120,42.5065,-123.383666,,
ODF Ashland GS,NW_OR_003,120,42.1794,-122.6687,,
ODF Butte Falls GS,NW_OR_003,120,42.5422,-122.5711,,
ODF Cantrall-Buckley,NW_OR_003,120,42.220666,-123.06533,,
ODF Caves Guard Station,NW_OR_003,120,42.147055,-123.655055,,
ODF Cold Springs,NW_OR_003,120,42.4569,-123.7656,,
ODF Evans Creek,NW_OR_003,120,42.476222,-122.955888,,
ODF Galice,NW_OR_003,120,42.5961,-123.5861,,
ODF GP RR,NW_OR_003,120,42.4356,-123.1736,,
ODF Grants Pass Helibase,NW_OR_003,120,42.4313,-123.2939,,
ODF Grants Pass Unit HQ,NW_OR_003,60,42.499555,-123.370611,,
ODF Jacksonville,NW_OR_003,120,42.3136,-122.9669,,
ODF Lincoln GS,NW_OR_003,120,42.107916,-122.414194,,
ODF Lost Creek,NW_OR_003,120,42.6604,-122.6894,,
ODF Medford Helibase,NW_OR_003,120,42.3932,-122.8856,,
ODF Medford HQ,NW_OR_003,60,42.393194,-122.885583,,
ODF Pleasant Creek GS,NW_OR_003,120,42.559833,-123.176166,,
ODF Selma,NW_OR_003,120,42.2792,-123.6158,,
ODF Shady Cove,NW_OR_003,120,42.608,-122.8142,,
ODF South GP,NW_OR_003,120,42.4083,-123.3472,,
ODF Sunny Valley,NW_OR_003,120,42.627055,-123.387277,,
ODF Wilderville,NW_OR_003,120,42.3831,-123.4761,,
ODF Williams GS,NW_OR_003,120,42.2169,-123.1628,,
Oregon Caves NM,NW_OR_003,120,42.147055,-123.655055,,
Powers Ranger Station,NW_OR_003,120,42.89594,-124.077583,,
Prospect Ranger Station,NW_OR_003,120,42.753861,-122.495583,,
Redmond Smoke Jumpers,NW_OR_003,120,44.2565,-121.151138,,
Star (Applegate) Ranger Statio,NW_OR_003,120,42.150666,-123.060611,,
Bear Springs,NW_OR_004,60,45.1147,-121.5262,,
Big Summit,NW_OR_004,60,44.3971,-120.4197,,
Dayville,NW_OR_004,60,44.466,-119.525,,
Fall River_LaPine,NW_OR_004,60,43.7679,-121.6311,,
Fire Management HQ,NW_OR_004,60,44.7758,-121.2531,,
Grass Valley,NW_OR_004,60,45.3601,-120.7856,,
LaPine ODF,NW_OR_004,60,43.704,-121.5278,,
Madras,NW_OR_004,60,44.62416,-121.13001,,
Prineville Airport,NW_OR_004,60,44.28537,-120.90164,,
Prineville FS,NW_OR_004,60,44.3098,-120.8531,,
Prineville ODF,NW_OR_004,60,44.304,-120.8072,,
Prineville Station BLM,NW_OR_004,60,44.3032,-120.8092,,
Prineville USFS,NW_OR_004,60,44.3098,-120.8531,,
RAC,NW_OR_004,60,44.2595,-121.1505,,
Rager,NW_OR_004,60,44.2307,-119.73,,
Redmond Air Center - Air Attack,NW_OR_004,60,44.25947,-121.15046,,
Redmond Air Center AT,NW_OR_004,60,44.25947,-121.15046,,
Redmond Air Center SJ,NW_OR_004,60,44.25947,-121.15046,,
Rosedale,NW_OR_004,60,43.8287,-121.7159,,
Scott Street,NW_OR_004,60,44.0579,-121.307,,
Sheep Rock HQ,NW_OR_004,60,44.55875,-119.64665,,
Sisters FS,NW_OR_004,60,44.2946,-121.5581,,
Sisters ODF,NW_OR_004,60,44.29,-121.5512,,
Snow Creek,NW_OR_004,60,43.8204,-121.7845,,
Test,NW_OR_004,60,45.2222,-121.5555,,
Walker Range,NW_OR_004,60,43.47855,-121.68593,,
Clarkston,NW_OR_005,120,46.41639,-117.04417,,
Clearwater Lookout,NW_OR_005,120,46.2029,-117.5749,,
Dayton,NW_OR_005,120,46.32389,-117.97139,,
Desolation Guard Station,NW_OR_005,120,44.8212,-118.6457,,
Frazier GS,NW_OR_005,120,45.15417,-118.63444,,
Grangeville ID Airport,NW_OR_005,120,45.94166667,-116.125,,
Heppner RS,NW_OR_005,120,45.35333,-119.55667,,
